Time HeadF HeadR L.AnkleF L.AnkleS L.Elbow L.ElbowR L.HipF L.HipR L.HipS L.Knee L.ShoulderF L.ShoulderS Neck R.AnkleF R.AnkleS R.Elbow R.ElbowR R.HipF R.HipR R.HipS R.Knee R.ShoulderF R.ShoulderS TorsoF TorsoR TorsoS L.HipF_real L.HipS_real L.HipR_real L.Knee_real L.AnkleF_real L.AnkleS_real R.HipF_real R.HipS_real R.HipR_real R.Knee_real R.AnkleF_real R.AnkleS_real TorsoS_real TorsoF_real TorsoR_real L.ShoulderF_real L.ShoulderS_real L.ElbowR_real L.Elbow_real Neck_real HeadR_real HeadF_real R.ShoulderF_real R.ShoulderS_real R.ElbowR_real R.Elbow_real Yaw Pitch Roll R.FTS.Ankle_Fx R.FTS.Ankle_Fy R.FTS.Ankle_Fz R.FTS.Ankle_Tx R.FTS.Ankle_Ty R.FTS.Ankle_Tz L.FTS.Ankle_Fx L.FTS.Ankle_Fy L.FTS.Ankle_Fz L.FTS.Ankle_Tx L.FTS.Ankle_Ty L.FTS.Ankle_Tz
179 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8642 0.132861 -0.0754066 62.9195 -30.0346 -0.506931 -37.0302 0.216462 -0.145289 63.2194 -30.17 -0.708652 0.00254083 -0.00618754 0.0572916 16.7209 5.68873 -0.00130307 -120 -0.000700103 -0.00141985 0.00114747 21.1264 -9.96613 -0.00116869 -120.001 -0.211984 4.21095 0.389435 -5.03575 25.1275 -517.357 -1.75695 -0.34709 0.753391 -3.64734 -28.9114 -369.881 1.49384 -3.2355 -0.867349
185 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8642 0.127752 -0.0796857 62.9203 -30.0519 -0.496422 -37.0306 0.216353 -0.142053 63.2217 -30.2334 -0.696382 0.00327849 -0.00514322 0.0579747 16.7205 5.68933 0.00161192 -120 -0.000397774 0.000764981 0.000136604 21.1277 -9.96584 -0.000587429 -120 -0.212384 4.20626 0.397247 -5.01882 24.1339 -530.5 -2.19025 -0.653223 0.723397 -3.55557 -29.4542 -380.201 1.49733 -1.85242 -0.883623
191 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8641 0.120321 -0.0814713 62.9203 -30.0893 -0.487361 -37.0311 0.218429 -0.141603 63.2203 -30.2634 -0.691636 0.00245887 -0.00293852 0.0562261 16.7215 5.68892 -0.000693165 -120 -0.000280667 -0.00205254 -0.00183103 21.1292 -9.96493 -0.000685269 -120 -0.217764 4.20295 0.392212 -4.80155 21.7631 -545.732 -1.95743 0.448276 0.652061 -1.41908 -25.7075 -395.38 1.05277 -0.51518 -0.771098
198 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8642 0.122452 -0.0796656 62.92 -30.0699 -0.492356 -37.0316 0.210342 -0.14281 63.2199 -30.1495 -0.72274 0.00896121 -0.00297552 0.0564993 16.7215 5.6887 -0.000685118 -120 0.000245887 0.00204906 0.000273208 21.1294 -9.96559 0.000218566 -120 -0.216581 4.19742 0.39032 -3.02523 25.3074 -557.133 -2.63988 0.237663 0.758254 -3.14178 -23.9641 -405.271 0.437296 -2.32819 -0.718365
204 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.865 0.123299 -0.0747505 62.9203 -30.0291 -0.488329 -37.0337 0.216736 -0.144471 63.2199 -30.2534 -0.703348 0.00456257 -0.00400108 0.0567179 16.7201 5.68925 -0.000643956 -120 0.000601057 0.001448 0.00112015 21.1289 -9.96416 0.000874264 -120 -0.214785 4.18962 0.386017 -0.459572 25.1464 -556.054 -2.36029 1.68349 0.753737 1.14259 -21.8852 -411.454 -0.408147 -1.81787 -0.656476
210 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.863 0.135374 -0.0807676 62.9199 -30.0511 -0.50672 -37.0325 0.217309 -0.139899 63.2202 -30.2021 -0.70935 -0.00698546 0.000382491 0.056554 16.7204 5.68886 -0.000468721 -120 -0.00038254 -0.000932335 0.000191245 21.1288 -9.96576 0.000956226 -120 -0.213789 4.18526 0.39032 -0.543615 25.7202 -554.648 -2.56091 1.04618 0.771044 -0.173734 -21.4015 -408.452 -0.187049 -0.673722 -0.64198
215 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8644 0.123736 -0.0734977 62.9199 -30.0539 -0.505927 -37.0324 0.217227 -0.141668 63.22 -30.3318 -0.696077 0.00122943 0.00319653 0.0579473 16.7202 5.68856 0.000191245 -120 -0.000104328 0.00142068 0.000464453 21.129 -9.96529 -0.000510005 -120 -0.215921 4.17692 0.384522 2.55196 24.1381 -554.699 -2.69093 -0.477868 0.723215 0.494122 -23.5399 -405.729 0.11312 -1.93682 -0.706573
221 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8617 0.130238 -0.076788 62.92 -30.0435 -0.514712 -37.0319 0.216517 -0.143903 63.2187 -30.1467 -0.718575 -0.00175262 -0.00291729 0.0559256 16.7201 5.68886 -0.000829787 -120 -0.000177823 0.00133872 -0.000961196 21.1268 -9.9645 -0.00175925 -120 -0.215836 4.16885 0.388214 -3.86041 21.5877 -538.918 -2.61668 -2.26158 0.647355 0.491938 -23.5066 -395.453 0.336598 -0.990785 -0.705387
230 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.864 0.12226 -0.0769341 62.9204 -30.079 -0.494196 -37.03 0.214113 -0.143947 63.2198 -30.1703 -0.694857 0.000874264 -0.00157941 0.0567725 16.7201 5.68895 -0.000355252 -120 0.000437132 -0.000848252 -0.000138732 21.1282 -9.96612 0.0015846 -120 -0.215202 4.16426 0.383514 -5.2253 22.3552 -525.759 -2.75522 0.0525534 0.670636 -4.31863 -25.5831 -387.163 0.78072 -0.690033 -0.767761
236 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8641 0.137478 -0.0758569 62.9202 -30.0823 -0.495589 -37.0323 0.207501 -0.139798 63.2197 -30.2143 -0.69789 0.00248619 -0.000802322 0.0567179 16.7211 5.68761 -0.000442756 -120 0.00071034 0.000519094 0.00114747 21.1288 -9.96529 0.000300528 -120 -0.21424 4.1576 0.384735 -2.57198 24.3165 -518.291 -2.7946 2.47605 0.729689 -2.40698 -25.455 -379.194 1.03391 1.12068 -0.763786
242 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8641 0.133817 -0.0731846 62.9203 -30.147 -0.49106 -37.0324 0.209277 -0.145288 63.2198 -30.1987 -0.698206 -0.00259084 0.00273208 0.056472 16.72 5.68906 -0.00104896 -120 0.000409811 -0.000691635 0.000109283 21.1284 -9.96633 0.0015846 -120 -0.217259 4.15211 0.385681 -0.072954 24.2526 -513.748 -2.68575 2.72205 0.727734 0.80721 -26.5249 -378.533 1.26611 1.41754 -0.795961
248 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8653 0.123217 -0.075296 62.9203 -30.0198 -0.496209 -37.0339 0.215643 -0.143402 63.2208 -30.2504 -0.70561 0.00232226 -0.00240196 0.0541224 16.7206 5.68906 0.00122943 -120 0.000764981 -0.00183462 0.000218566 21.1293 -9.96585 -0.00160249 -120 -0.2132 4.14213 0.383087 1.28511 23.7086 -508.377 -3.11953 4.61267 0.711325 3.41452 -24.4444 -381.445 1.48438 -3.67735 -0.732831
253 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8628 0.127916 -0.0729723 62.9196 -30.0505 -0.492255 -37.0301 0.210069 -0.140754 63.2192 -30.1716 -0.691926 0.00256815 0.00830551 0.0559256 16.7203 5.68889 -0.000807314 -120 -0.00057213 -0.00169993 0.000245887 21.1283 -9.9659 0.00128408 -120 -0.214659 4.13569 0.379333 0.86263 24.2859 -508.071 -3.10891 5.05972 0.728629 -1.51718 -23.7869 -381.296 1.24161 -2.33295 -0.7132
259 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8641 0.123463 -0.0740561 62.9198 -30.0694 -0.494266 -37.0331 0.209414 -0.140634 63.2199 -30.1565 -0.720543 0.00297796 -0.00345672 0.0566086 16.721 5.68859 -0.00158357 -120 0.000546415 -0.00037514 0.000655698 21.1287 -9.96528 0.000683019 -120 -0.217706 4.1324 0.381226 -1.18418 25.6965 -512.714 -3.6488 4.68943 0.77078 -0.0918979 -24.4958 -386.181 0.853144 -0.730282 -0.734685
265 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8644 0.123107 -0.0775847 62.9199 -30.1421 -0.494676 -37.0313 0.216654 -0.144653 63.2194 -30.1697 -0.69821 0.00366098 -0.00554143 0.05639 16.7197 5.68804 -0.000536126 -120 -0.000962215 -0.000421726 -0.00184627 21.1275 -9.96415 0.00114747 -120 -0.217889 4.12631 0.374878 0.606205 29.0195 -516.792 -3.91589 5.87035 0.87072 1.53909 -22.1843 -394.633 0.169746 -0.112671 -0.665163
271 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8643 0.12196 -0.0775459 62.9198 -30.0434 -0.51098 -37.0317 0.212747 -0.142473 63.2196 -30.2175 -0.704983 0.000464453 -0.00136736 0.0566632 16.7203 5.68818 -0.000335193 -120 -0.000464494 0.000409811 -0.000245246 21.1292 -9.96535 0.000519094 -120 -0.217047 4.1237 0.378448 1.02745 28.4853 -518.587 -4.06471 7.51837 0.854686 1.90516 -20.5594 -397.63 -0.171725 0.352922 -0.61644
277 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8642 0.134992 -0.0772016 62.92 -30.1027 -0.495165 -37.0329 0.214878 -0.144381 63.2192 -30.2443 -0.708753 -0.00191756 0.0080323 0.0576741 16.7203 5.68897 0.00035517 -120 0.000327849 0.00106551 -0.000747112 21.128 -9.96572 0.00147532 -120 -0.21882 4.11218 0.379395 6.16858 21.956 -525.084 -3.93515 8.69075 0.658697 2.59568 -18.8496 -404.04 -0.0689455 2.17555 -0.565315
283 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8638 0.121905 -0.0749842 62.9192 -30.0431 -0.51405 -37.0306 0.211681 -0.142912 63.2207 -30.2282 -0.709224 0.00183049 0.00456257 0.0567452 16.7204 5.68889 0.00117479 -120 -0.000364572 0.00122943 0.00114747 21.1289 -9.96577 8.19623e-05 -120 -0.219711 4.10763 0.373993 4.29338 22.007 -530.969 -4.04016 7.54645 0.660016 0.311419 -19.4613 -404.858 0.102032 2.69461 -0.583707
291 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8651 0.13297 -0.0741508 62.9201 -30.0663 -0.50219 -37.0357 0.213457 -0.143724 63.2189 -30.309 -0.694276 -0.0031127 0.0042074 0.0556524 16.7205 5.68876 0.000683019 -120 -0.000300106 0.000819623 0.000245887 21.1288 -9.96567 -0.00155451 -120 -0.216219 4.10254 0.375458 5.31414 19.5301 -534.252 -3.61652 4.32692 0.585852 -0.900195 -18.7663 -405.987 0.160537 3.47806 -0.56292
297 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8647 0.133298 -0.0737515 62.9202 -30.0567 -0.501472 -37.0327 0.211244 -0.144603 63.2199 -30.2221 -0.708172 0.00139336 -0.00645481 0.0567179 16.7215 5.68829 0.000519094 -120 0.000382491 0.00229494 0.000546415 21.1292 -9.96606 0.00142068 -120 -0.216418 4.09686 0.375549 3.37359 18.7552 -532.011 -3.8033 4.4712 0.562528 -1.68686 -20.6549 -402.756 -0.244581 5.18441 -0.61966
303 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8637 0.134828 -0.080863 62.9196 -30.0432 -0.505343 -37.0335 0.208321 -0.141727 63.2192 -30.2906 -0.706538 -0.00137551 -0.00438671 0.0568272 16.7201 5.68846 -0.000263234 -120 0.000273208 0.00128408 0.00147532 21.1288 -9.9645 0.000519094 -120 -0.215636 4.08873 0.377289 4.32255 18.284 -530.001 -3.77201 2.13597 0.548561 0.449397 -20.5539 -399.254 -0.00608501 5.73678 -0.61671
309 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.864 0.136276 -0.0749455 62.9201 -30.1243 -0.492776 -37.031 0.211217 -0.144644 63.2198 -30.1941 -0.683986 -0.00320883 0.00191245 0.0569911 16.7201 5.68889 -0.000531947 -120 -0.000424534 -0.00025293 -0.000316417 21.1289 -9.96414 0.00073766 -120 -0.212377 4.08364 0.378235 2.49827 21.0224 -526.278 -4.45029 2.81983 0.630501 1.09137 -22.1931 -396.057 0.0585546 5.99284 -0.665881
316 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8646 0.120867 -0.0782253 62.9203 -30.0389 -0.501882 -37.0324 0.210534 -0.143322 63.2203 -30.2662 -0.703854 0.00215834 -0.00544776 0.0575102 16.7205 5.68848 -0.000684447 -120 -0.000644895 -0.000605484 0.000218566 21.1289 -9.96544 -0.00109116 -120 -0.214398 4.07628 0.382019 5.0854 23.173 -526.514 -4.12857 2.10453 0.695034 3.30673 -23.5918 -394.6 0.241589 3.98125 -0.707861
322 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8632 0.123217 -0.0749938 62.9198 -30.0833 -0.504683 -37.0331 0.213238 -0.144087 63.2211 -30.1706 -0.701536 -0.00284903 0.00611985 0.0566359 16.7199 5.68906 0.000437132 -120 -0.000440564 -0.000764691 -0.000891662 21.1281 -9.96606 -0.00231638 -120 -0.213921 4.07028 0.37262 2.2071 27.3246 -520.605 -4.49806 4.56672 0.819736 0.440051 -23.1135 -389.71 0.453364 5.19768 -0.693519
328 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8642 0.134473 -0.0769113 62.9205 -30.0738 -0.504287 -37.0331 0.216326 -0.143387 63.2192 -30.1781 -0.710506 0.00207638 0.00551879 0.0566086 16.7203 5.68897 -0.000620536 -120 -0.000691061 -0.000445863 0.000300528 21.129 -9.96576 -0.000803689 -120 -0.213058 4.06499 0.369293 2.09202 27.7427 -517.392 -4.70915 6.01847 0.832174 3.19958 -21.6341 -388.852 0.430094 5.67534 -0.649144
334 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8632 0.135648 -0.0749195 62.9201 -30.0775 -0.504451 -37.0298 0.215943 -0.143777 63.2215 -30.2141 -0.708127 -0.00386779 0.00073766 0.0563627 16.7201 5.68892 0.000546415 -120 8.19623e-05 0.000846944 0.000628377 21.1283 -9.96542 0.000628377 -120 -0.212718 4.05896 0.376465 4.41795 26.2099 -517.848 -4.24861 8.24606 0.786274 4.69104 -21.8212 -389.06 0.420824 6.47741 -0.654771
340 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8645 0.132997 -0.073339 62.9202 -30.0479 -0.487555 -37.0327 0.212965 -0.142897 63.2198 -30.2675 -0.712824 -0.00131619 0.00174853 0.0567999 16.7203 5.68906 -0.00123007 -120 -0.000344798 0.000983547 -0.000606218 21.1285 -9.96591 -0.00150065 -120 -0.213418 4.05512 0.374085 2.14968 27.1337 -518.63 -4.42953 6.5316 0.814026 3.81009 -24.6421 -389.235 0.192905 6.29974 -0.739353
349 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8649 0.134445 -0.0762648 62.9202 -30.0745 -0.50017 -37.0336 0.217665 -0.144219 63.2196 -30.1732 -0.703479 -0.00301104 -0.00576394 0.0550513 16.721 5.6884 -0.00107253 -120 -0.000744892 0.00237691 0.000245887 21.1281 -9.96508 0.000683019 -120 -0.213577 4.05271 0.371643 3.26571 24.1432 -518.812 -4.03301 6.96557 0.724296 4.34586 -22.7909 -390.922 -0.096124 7.24901 -0.683814
355 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8641 0.123107 -0.0778161 62.9205 -30.0698 -0.503746 -37.0312 0.212228 -0.142588 63.2199 -30.1684 -0.691734 0.00221298 -0.00197975 0.056472 16.7206 5.68889 -0.000826744 -120 0.00106551 0.00073766 0.000300528 21.1288 -9.96434 0.00125676 -120 -0.210896 4.04579 0.369812 6.28206 22.6756 -521.99 -3.95857 7.65488 0.680147 5.52936 -20.1125 -394.022 -0.375875 8.49372 -0.60343
361 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8653 0.123408 -0.0740259 62.9203 -30.0632 -0.484435 -37.0321 0.216544 -0.144112 63.2207 -30.2011 -0.695835 0.00155728 -0.002608 0.0567179 16.7203 5.68919 0.00133872 -120 -0.000243869 0.000245887 0.000300528 21.1288 -9.96565 -0.000741201 -120 -0.208599 4.04351 0.371185 6.33169 23.5695 -525.01 -3.88416 9.05281 0.681145 6.02027 -18.3663 -397.271 -0.470916 8.72273 -0.550985
368 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8645 0.133243 -0.0769894 62.9199 -30.06 -0.507309 -37.0325 0.210233 -0.14447 63.2206 -30.1744 -0.700911 -0.00203686 -0.00176234 0.0564993 16.72 5.68815 0.000683019 -120 0.000163925 0.000628377 -0.000428196 21.129 -9.96552 -0.000257302 -120 -0.212393 4.04005 0.370331 6.42401 23.3408 -526.876 -3.69708 10.141 0.700163 8.69578 -17.6521 -400.614 -0.890098 9.4637 -0.529543
375 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8644 0.123299 -0.075088 62.9201 -30.0602 -0.505182 -37.0322 0.215369 -0.144497 63.2197 -30.1808 -0.697163 -0.00288832 -0.00304958 0.0584118 16.7208 5.68867 -0.000572079 -120 0.000382491 -0.000871406 8.19623e-05 21.129 -9.96456 -0.00230676 -120 -0.213135 4.0363 0.373596 5.71701 22.6692 -526.607 -3.79063 11.1139 0.679912 9.91889 -19.7195 -402.659 -0.535287 9.859 -0.59157
381 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.864 0.136768 -0.0764753 62.92 -30.0564 -0.492762 -37.0319 0.21802 -0.14429 63.2205 -30.1783 -0.706061 -0.00174112 -0.00113036 0.055871 16.7202 5.68919 0.000437132 -120 -0.000109669 0.000300528 -0.000195505 21.1289 -9.9657 -0.00106124 -120 -0.213054 4.03342 0.37088 6.90167 21.2208 -525.694 -3.74402 12.2194 0.636367 10.048 -17.8269 -403.675 -0.474962 9.54749 -0.534766
387 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8624 0.124009 -0.073299 62.9207 -30.0568 -0.485169 -37.032 0.216107 -0.143627 63.2202 -30.1799 -0.701727 0.00117479 -0.00149571 0.05639 16.7201 5.6884 -0.0014376 -120 0.000300528 -0.000729988 -0.000128294 21.1293 -9.96589 0.000874264 -120 -0.216627 4.02921 0.369141 7.01505 21.7732 -522.897 -3.39998 12.547 0.652959 10.2404 -17.5039 -402.697 -0.859577 9.89209 -0.525083
393 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8637 0.120676 -0.075369 62.9208 -30.1 -0.493298 -37.0324 0.212501 -0.143862 63.2198 -30.1624 -0.712456 -0.00211306 -0.00165437 0.0537946 16.7206 5.68889 -0.000783824 -120 -0.00021146 0.000683019 -0.000128396 21.1287 -9.9655 0.000300528 -120 -0.213627 4.02796 0.371582 10.336 20.3176 -520.308 -3.25069 13.1621 0.609353 10.2068 -16.6463 -402.817 -0.846822 9.80206 -0.499347
399 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8645 0.122861 -0.0749823 62.9202 -30.0682 -0.500153 -37.0326 0.215178 -0.142892 63.2199 -30.1707 -0.707202 -0.00112971 -0.00481031 0.0567725 16.7209 5.68788 -0.000437456 -120 -0.000372061 0.00193977 -0.000510331 21.1295 -9.96458 0.00150264 -120 -0.212674 4.02793 0.373688 8.29361 17.9536 -518.834 -2.60968 13.1386 0.53849 7.70479 -15.0779 -401.776 -0.810317 8.49052 -0.452321
406 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8629 0.123162 -0.073313 62.9197 -30.0555 -0.507298 -37.0332 0.216899 -0.144338 63.2204 -30.1839 -0.680881 0.00308725 0.00188513 0.0574829 16.7203 5.68881 -0.00138515 -120 0.000764981 -0.000403592 -0.000240182 21.1285 -9.96527 0.0015846 -120 -0.216842 4.02851 0.372192 9.67839 17.4518 -517.53 -2.96926 14.0157 0.523512 7.07565 -15.7272 -397.245 -0.563479 8.81472 -0.471788
415 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8645 0.127069 -0.0779125 62.9202 -30.053 -0.506808 -37.0322 0.21638 -0.142697 63.2203 -30.1732 -0.689253 0.00125676 -0.00233978 0.0562261 16.7203 5.68925 -0.00047464 -120 -0.000683337 0.000382491 -0.000204236 21.1286 -9.96587 0.000519094 -120 -0.220349 4.02672 0.373627 9.99523 19.6444 -516.765 -3.24089 13.6744 0.589295 7.64925 -15.7366 -397.128 -0.635342 8.26898 -0.472093
421 0 0 -30.0642 -0.503573 -120 0 -36.8642 -0.074771 0.124389 62.9196 16.7202 5.6889 0 -30.18 -0.705999 -120 0 -37.0323 -0.144213 0.216292 63.2194 21.1289 -9.96574 0 0.0566082 0 -36.8642 0.131905 -0.0779715 62.9199 -30.05 -0.498387 -37.0325 0.211599 -0.144748 63.2201 -30.1801 -0.697336 -0.00126532 -0.00376582 0.0566632 16.7208 5.68903 -0.00170402 -120 0.000683019 0.000437132 -0.000346173 21.1291 -9.96542 0.00174853 -120 -0.219227 4.0271 0.37207 9.00302 19.4244 -518.622 -3.24476 13.5056 0.582675 5.5569 -15.8433 -395.973 -0.448736 7.11652 -0.475305
